region,category,price_value
2,молоко,5351.0
2,молоко,2243.0
2,молоко,3120.0
2,молоко,1351.0
2,молоко,671.0
2,молоко,796.0
2,сыр,1440.0
2,молоко,743.0
2,,1183.0
2,сыр,1421.0
2,молоко,1238.0
2,молоко,898.0
2,молоко,424.0
2,,280.0
2,молоко,1546.0
2,молоко,584.0
2,молоко,4584.0
2,молоко,440.0
2,молоко,529.0
2,,1010.0
2,молоко,371.0
2,,697.0
2,молоко,207.0
2,молоко,1081.0
2,,78.0
2,напиток,238.0
2,молоко,1426.0
2,молоко,523.0
2,молоко,911.0
2,молоко,849.0
2,молоко,891.0
2,молоко,555.0
2,молоко,641.0
2,молоко,1183.0
2,молоко,540.0
2,,598.0
2,молоко,1018.0
2,молоко,693.0
2,молоко,431.0
2,молоко,609.0
2,,177.0
2,,1187.0
2,,243.0
2,молоко,1356.0
2,молоко,1351.0
2,,316.0
2,молоко,717.0
2,молоко,320.0
2,молоко,843.0
2,молоко,2722.0
2,молоко,663.0
2,молоко,1619.0
2,молоко,885.0
2,молоко,1038.0
2,молоко,566.0
2,молоко,476.0
2,молоко,645.0
2,молоко,2208.0
2,молоко,824.0
2,сливки,125.0
2,простокваша,138.0
2,сливки,855.0
2,сливки,94.0
2,сливки,253.0
2,сливки,395.0
2,сливки,641.0
2,сливки,919.0
2,сливки,2531.0
2,сливки,777.0
2,сливки,990.0
2,сливки,588.0
2,сливки,1129.0
2,сливки,1568.0
2,сливки,571.0
2,,600.0
2,сливки,626.0
2,сливки,634.0
2,сливки,418.0
2,сливки,377.0
2,сливки,659.0
2,сливки,993.0
2,сливки,700.0
2,сливки,477.0
2,сливки,828.0
2,сливки,1001.0
2,сливки,6433.0
2,сливки,2210.0
2,сливки,757.0
2,сливки,921.0
2,сливки,583.0
2,сливки,1485.0
2,сливки,702.0
2,сливки,942.0
2,сливки,1980.0
2,,886.0
2,сливки,541.0
2,масло,406.0
2,сливки,1554.0
2,сливки,6632.0
2,сливки,2129.0
2,сливки,910.0
2,сливки,802.0
2,сливки,848.0
2,сливки,819.0
2,сливки,1385.0
2,сливки,2115.0
2,сливки,919.0
2,сливки,1930.0
2,сливки,347.0
2,сливки,1245.0
2,сливки,956.0
2,,717.0
2,сливки,626.0
2,сливки,509.0
2,сливки,1440.0
2,сливки,819.0
2,сливки,492.0
2,сливки,781.0
2,сливки,2228.0
2,сливки,1013.0
2,сливки,6912.0
2,сливки,1243.0
2,сливки,817.0
2,сливки,1257.0
2,сливки,1481.0
2,сливки,3029.0
2,сливки,2574.0
2,,1026.0
2,сливки,488.0
2,,1092.0
2,,10726.0
2,,5712.0
2,сливки,752.0
2,сливки,9602.0
2,,2187.0
2,сливки,2198.0
2,сливки,3416.0
2,сливки,808.0
2,сливки,1048.0
2,сливки,1091.0
2,,2889.0
2,сливки,414.0
2,сливки,2901.0
2,сливки,2168.0
2,сливки,1307.0
2,,5381.0
2,сливки,2828.0
2,,836.0
2,сливки,2092.0
2,сливки,977.0
2,сливки,517.0
2,сливки,731.0
2,сливки,1011.0
2,,561.0
2,масло,381.0
2,сливки,504.0
2,сливки,7640.0
2,сливки,6185.0
2,сливки,7168.0
2,,6373.0
2,,88.0
2,сливки,8109.0
2,сливки,910.0
2,,582.0
2,,5712.0
2,масло,416.0
2,сливки,673.0
2,сливки,1013.0
2,сливки,7900.0
2,сливки,342.0
2,сливки,7931.0
2,,2880.0
2,сливки,858.0
2,сливки,1661.0
2,сыр,174.0
2,сливки,338.0
2,сливки,926.0
2,масло,177.0
2,сливки,1724.0
2,сливки,1931.0
2,сливки,819.0
2,сливки,814.0
2,сливки,910.0
2,сливки,153.0
2,,753.0
2,сливки,1709.0
2,сливки,910.0
2,,2831.0
2,сливки,358.0
2,сливки,2228.0
2,сливки,3965.0
2,сливки,910.0
2,сливки,1235.0
2,сливки,157.0
2,сливки,6367.0
2,сливки,1037.0
2,сливки,1513.0
2,сливки,5405.0
2,,2719.0
2,сливки,6730.0
2,сливки,6367.0
2,сливки,1096.0
2,сливки,792.0
2,сливки,1697.0
2,,3210.0
2,сливки,620.0
2,творог,118.0
2,сливки,178.0
2,творог,118.0
2,сливки,7731.0
2,масло,1009.0
2,сливки,4232.0
2,сливки,646.0
2,масло,901.0
2,,2719.0
2,сливки,910.0
2,масло,901.0
2,сливки,1368.0
2,сливки,1179.0
2,сливки,114.0
2,сливки,423.0
2,сливки,1209.0
2,сливки,336.0
2,сливки,520.0
2,,8402.0
2,масло,596.0
2,сливки,1910.0
2,,2022.0
2,сливки,2546.0
2,сливки,8641.0
2,сливки,409.0
2,,633.0
2,сливки,1139.0
2,сливки,452.0
2,сливки,1368.0
2,простокваша,168.0
2,сливки,1366.0
2,сливки,2651.0
2,сливки,2252.0
2,сливки,1910.0
2,,4229.0
2,сливки,478.0
2,сливки,485.0
2,,649.0
2,сливки,307.0
2,сливки,1303.0
2,сливки,2651.0
2,сливки,469.0
2,сливки,775.0
2,сливки,2651.0
2,,197.0
2,,4952.0
2,сливки,307.0
2,сливки,2092.0
2,сливки,469.0
2,,5617.0
2,сливки,296.0
2,,2030.0
2,сливки,517.0
2,сливки,486.0
2,сливки,5275.0
2,сливки,1508.0
2,сливки,347.0
2,сливки,2095.0
2,сливки,875.0
2,сливки,347.0
2,сливки,321.0
2,сливки,451.0
2,сливки,919.0
2,сливки,1717.0
2,,516.0
2,сметана,360.0
2,,1178.0
2,сливки,1950.0
2,кефир,108.0
2,кефир,54.0
2,кефир,119.0
2,кефир,207.0
2,,58.0
2,,207.0
2,,108.0
2,кефир,584.0
2,напиток,39.0
2,,74.0
2,кефир,1202.0
2,кефир,3090.0
2,напиток,39.0
2,кефир,815.0
2,кефир,3363.0
2,,207.0
2,напиток,39.0
2,напиток,39.0
2,кефир,758.0
2,кефир,1369.0
2,кефир,523.0
2,ряженка,58.0
2,напиток,39.0
2,напиток,203.0
2,кефир,1371.0
2,кефир,2356.0
2,напиток,39.0
2,йогурт,75.0
2,кефир,3856.0
2,кефир,574.0
2,кефир,641.0
2,кефир,1014.0
2,кефир,3817.0
2,йогурт,58.0
2,кефир,1230.0
2,кефир,346.0
2,напиток,39.0
2,кефир,1465.0
2,кефир,3170.0
2,кефир,3856.0
2,напиток,217.0
2,йогурт,168.0
2,кефир,2079.0
2,йогурт,79.0
2,напиток,203.0
2,йогурт,78.0
2,йогурт,1186.0
2,кефир,2526.0
2,кефир,1146.0
2,кефир,1254.0
2,йогурт,55.0
2,кефир,1230.0
2,кефир,296.0
2,йогурт,168.0
2,йогурт,85.0
2,кефир,12127.0
2,йогурт,2145.0
2,кефир,7712.0
2,напиток,217.0
2,кефир,1051.0
2,кефир,978.0
2,йогурт,106.0
2,кефир,767.0
2,кефир,1327.0
2,йогурт,167.0
2,кефир,1465.0
2,йогурт,128.0
2,кефир,2847.0
2,сыр,64.0
2,кефир,1213.0
2,кефир,3048.0
2,кефир,3048.0
2,кефир,4896.0
2,кефир,3048.0
2,кефир,1535.0
2,кефир,3299.0
2,кефир,7712.0
2,творог,68.0
2,йогурт,68.0
2,кефир,4366.0
2,кефир,3048.0
2,йогурт,78.0
2,кефир,1330.0
2,,157.0
2,кефир,352.0
2,кефир,508.0
2,кефир,451.0
2,кефир,845.0
2,кефир,1371.0
2,кефир,792.0
2,кефир,1123.0
2,кефир,4298.0
2,кефир,1284.0
2,кефир,792.0
2,кефир,3433.0
2,кефир,1180.0
2,кефир,1634.0
2,кефир,792.0
2,,1484.0
2,кефир,1681.0
2,кефир,7712.0
2,кефир,792.0
2,кефир,792.0
2,кефир,118.0
2,кефир,2004.0
2,кефир,1979.0
2,простокваша,821.0
2,кефир,1452.0
2,кефир,4637.0
2,кефир,970.0
2,йогурт,152.0
2,кефир,792.0
2,кефир,396.0
2,,1148.0
2,кефир,792.0
2,кефир,792.0
2,кефир,1007.0
2,кефир,1348.0
2,кефир,477.0
2,кефир,792.0
2,кефир,395.0
2,,718.0
2,кефир,792.0
2,кефир,446.0
2,кефир,792.0
2,кефир,792.0
2,молоко,544.0
2,кефир,829.0
2,кефир,693.0
2,кефир,792.0
2,кефир,5678.0
2,,911.0
2,,413.0
2,,592.0
2,,1208.0
2,кефир,1004.0
2,кефир,1551.0
2,кефир,594.0
2,кефир,329.0
2,кефир,792.0
2,,1134.0
2,кефир,792.0
2,кефир,2217.0
2,,2974.0
2,кефир,432.0
2,кефир,392.0
2,,343.0
2,кефир,792.0
2,кефир,1430.0
2,кефир,1811.0
2,,10780.0
2,кефир,3650.0
2,,1284.0
2,кефир,623.0
2,,512.0
2,,540.0
2,кефир,1236.0
2,йогурт,21901.0
2,кефир,2905.0
2,кефир,792.0
2,кефир,3943.0
2,кефир,1725.0
2,кефир,5703.0
2,кефир,693.0
2,,828.0
2,,2262.0
2,кефир,396.0
2,кефир,828.0
2,,1090.0
2,кефир,1279.0
2,,614.0
2,,955.0
2,кефир,1241.0
2,кефир,1279.0
2,,507.0
2,,207.0
2,,9456.0
2,,1041.0
2,,1338.0
2,кефир,6930.0
2,кефир,5732.0
2,кефир,792.0
2,,896.0
2,,492.0
2,кефир,703.0
2,йогурт,9214.0
2,кефир,981.0
2,,737.0
2,,732.0
2,кефир,1673.0
2,,4080.0
2,,4242.0
2,,2246.0
2,,413.0
2,,548.0
2,,1124.0
2,,769.0
2,,197.0
2,,335.0
2,молоко,531.0
2,,1613.0
2,,732.0
2,детское,4575.0
2,,957.0
2,кефир,1575.0
2,кефир,792.0
2,,934.0
2,,197.0
2,кефир,360.0
2,кефир,693.0
2,,2596.0
2,,3318.0
2,,6177.0
2,,7420.0
2,,3720.0
2,,4660.0
2,ряженка,78.0
2,ряженка,84.0
2,ряженка,58.0
2,,527.0
2,ряженка,515.0
2,йогурт,446.0
2,,1085.0
2,,49.0
2,,1119.0
2,,279.0
2,,485.0
2,,218.0
2,йогурт,4880.0
2,,2149.0
2,,1605.0
2,,1031.0
2,йогурт,5534.0
2,йогурт,4728.0
2,йогурт,4948.0
2,,1223.0
2,,490.0
2,,1286.0
2,сыр,1802.0
2,йогурт,4847.0
2,,1188.0
2,,1386.0
2,йогурт,4375.0
2,,995.0
2,,3843.0
2,йогурт,3988.0
2,йогурт,4462.0
2,йогурт,7900.0
2,йогурт,3932.0
2,йогурт,4960.0
2,йогурт,2792.0
2,,1094.0
2,йогурт,5303.0
2,йогурт,4926.0
2,йогурт,3567.0
2,йогурт,5172.0
2,йогурт,5122.0
2,йогурт,4980.0
2,йогурт,5023.0
2,,1316.0
2,йогурт,4643.0
2,йогурт,5126.0
2,йогурт,5152.0
2,йогурт,5146.0
2,йогурт,5071.0
2,йогурт,4013.0
2,йогурт,4819.0
2,йогурт,3005.0
2,йогурт,3414.0
2,йогурт,3900.0
2,йогурт,4942.0
2,йогурт,4389.0
2,йогурт,4574.0
2,йогурт,4585.0
2,йогурт,4529.0
2,йогурт,3082.0
2,йогурт,3629.0
2,йогурт,3069.0
2,йогурт,3701.0
2,йогурт,3480.0
2,йогурт,5214.0
2,йогурт,6119.0
2,йогурт,5227.0
2,йогурт,5061.0
2,йогурт,4993.0
2,йогурт,38458.0
2,,2273.0
2,йогурт,4051.0
2,йогурт,4928.0
2,йогурт,4774.0
2,йогурт,5164.0
2,йогурт,5544.0
2,йогурт,3690.0
2,йогурт,4739.0
2,йогурт,7199.0
2,йогурт,6043.0
2,,574.0
2,йогурт,7722.0
2,йогурт,5071.0
2,йогурт,5093.0
2,йогурт,5137.0
2,йогурт,5867.0
2,йогурт,5325.0
2,йогурт,4703.0
2,йогурт,4435.0
2,йогурт,7026.0
2,йогурт,4994.0
2,йогурт,6131.0
2,йогурт,7236.0
2,йогурт,3060.0
2,йогурт,7049.0
2,йогурт,7270.0
2,йогурт,5208.0
2,йогурт,4497.0
2,йогурт,4419.0
2,йогурт,5268.0
2,йогурт,5297.0
2,йогурт,4430.0
2,йогурт,2839.0
2,йогурт,4288.0
2,йогурт,6927.0
2,йогурт,6481.0
2,йогурт,3822.0
2,йогурт,7955.0
2,йогурт,5241.0
2,йогурт,4154.0
2,йогурт,4308.0
2,йогурт,4289.0
2,йогурт,4253.0
2,йогурт,5094.0
2,йогурт,4131.0
2,йогурт,2917.0
2,йогурт,3867.0
2,йогурт,5543.0
2,йогурт,7486.0
2,йогурт,5082.0
2,йогурт,6301.0
2,йогурт,8495.0
2,йогурт,8330.0
2,йогурт,4602.0
2,йогурт,9048.0
2,,772.0
2,йогурт,7811.0
2,йогурт,6928.0
2,йогурт,4861.0
2,йогурт,5403.0
2,йогурт,4328.0
2,йогурт,8850.0
2,йогурт,4603.0
2,йогурт,5756.0
2,йогурт,4340.0
2,йогурт,6125.0
2,йогурт,6133.0
2,йогурт,5966.0
2,йогурт,7192.0
2,йогурт,5828.0
2,йогурт,4421.0
2,йогурт,5846.0
2,йогурт,7088.0
2,простокваша,521.0
2,простокваша,505.0
2,йогурт,262.0
2,простокваша,396.0
2,йогурт,413.0
2,йогурт,446.0
2,простокваша,7345.0
2,простокваша,2662.0
2,простокваша,2762.0
2,простокваша,5686.0
2,простокваша,6868.0
2,простокваша,3213.0
2,простокваша,594.0
2,,544.0
2,йогурт,3480.0
2,,336.0
2,простокваша,396.0
2,йогурт,1970.0
2,,524.0
2,,2644.0
2,,143.0
2,,271.0
2,йогурт,1119.0
2,йогурт,3875.0
2,,2405.0
2,сыр,916.0
2,,197.0
2,простокваша,2920.0
2,,2267.0
2,йогурт,4032.0
2,,13445.0
2,сыр,634.0
2,,1877.0
2,,470.0
2,сыр,2906.0
2,,7720.0
2,простокваша,2065.0
2,творог,1246.0
2,йогурт,4127.0
2,йогурт,4297.0
2,йогурт,3889.0
2,кефир,1553.0
2,,5237.0
2,кефир,1918.0
2,йогурт,7767.0
2,йогурт,4606.0
2,,3843.0
2,йогурт,4458.0
2,йогурт,3928.0
2,,989.0
2,йогурт,3900.0
2,йогурт,22628.0
2,кефир,1653.0
2,кефир,1644.0
2,йогурт,4585.0
2,,981.0
2,йогурт,4618.0
2,йогурт,3303.0
2,йогурт,4198.0
2,йогурт,4242.0
2,кефир,2031.0
2,йогурт,4386.0
2,,1533.0
2,йогурт,4287.0
2,йогурт,3907.0
2,йогурт,4750.0
2,йогурт,4227.0
2,йогурт,3962.0
2,йогурт,3319.0
2,йогурт,4561.0
2,йогурт,3958.0
2,,1161.0
2,йогурт,4516.0
2,йогурт,4835.0
2,йогурт,5245.0
2,йогурт,4933.0
2,йогурт,6174.0
2,йогурт,4497.0
2,йогурт,5013.0
2,йогурт,4330.0
2,йогурт,4474.0
2,йогурт,5472.0
2,йогурт,3801.0
2,йогурт,6364.0
2,йогурт,5528.0
2,йогурт,7148.0
2,йогурт,4922.0
2,йогурт,4828.0
2,йогурт,3967.0
2,йогурт,4795.0
2,йогурт,7143.0
2,йогурт,4690.0
2,йогурт,4747.0
2,йогурт,4408.0
2,йогурт,27304.0
2,йогурт,4474.0
2,йогурт,18588.0
2,йогурт,4762.0
2,йогурт,18436.0
2,йогурт,4805.0
2,йогурт,4564.0
2,йогурт,5421.0
2,йогурт,5373.0
2,йогурт,4711.0
2,йогурт,18670.0
2,йогурт,4017.0
2,йогурт,4898.0
2,йогурт,3404.0
2,йогурт,4999.0
2,йогурт,5248.0
2,йогурт,5621.0
2,йогурт,4987.0
2,йогурт,4745.0
2,йогурт,4816.0
2,йогурт,5433.0
2,йогурт,9674.0
2,йогурт,6241.0
2,йогурт,5693.0
2,йогурт,5055.0
2,йогурт,4949.0
2,йогурт,5532.0
2,йогурт,7651.0
2,йогурт,4473.0
2,йогурт,20330.0
2,йогурт,6739.0
2,йогурт,20755.0
2,йогурт,5390.0
2,йогурт,4324.0
2,йогурт,4596.0
2,йогурт,6381.0
2,йогурт,4793.0
2,йогурт,5162.0
2,йогурт,5193.0
2,йогурт,5325.0
2,йогурт,4618.0
2,йогурт,19317.0
2,йогурт,9267.0
2,йогурт,5182.0
2,йогурт,7214.0
2,йогурт,7259.0
2,йогурт,4132.0
2,йогурт,7225.0
2,йогурт,5691.0
2,йогурт,7180.0
2,йогурт,7280.0
2,йогурт,7156.0
2,йогурт,5287.0
2,йогурт,4253.0
2,йогурт,4220.0
2,йогурт,4242.0
2,йогурт,8529.0
2,йогурт,8874.0
2,йогурт,5387.0
2,йогурт,54.0
2,йогурт,70.0
2,йогурт,94.0
2,йогурт,85.0
2,йогурт,54.0
2,йогурт,94.0
2,йогурт,118.0
2,йогурт,74.0
2,йогурт,84.0
2,йогурт,84.0
2,йогурт,74.0
2,йогурт,88.0
2,йогурт,104.0
2,йогурт,84.0
2,йогурт,88.0
2,йогурт,90.0
2,йогурт,98.0
2,йогурт,84.0
2,йогурт,134.0
2,йогурт,78.0
2,йогурт,75.0
2,йогурт,128.0
2,йогурт,98.0
2,йогурт,98.0
2,йогурт,90.0
2,йогурт,104.0
2,йогурт,55.0
2,йогурт,85.0
2,йогурт,98.0
2,йогурт,134.0
2,йогурт,74.0
2,йогурт,144.0
2,йогурт,80.0
2,йогурт,74.0
2,йогурт,128.0
2,йогурт,75.0
2,йогурт,39.0
2,йогурт,128.0
2,йогурт,75.0
2,йогурт,90.0
2,,261.0
2,,49.0
2,йогурт,506.0
2,йогурт,346.0
2,йогурт,3081.0
2,йогурт,1772.0
2,простокваша,65.0
2,йогурт,515.0
2,десерт,70.0
2,йогурт,620.0
2,йогурт,1257.0
2,йогурт,535.0
2,йогурт,296.0
2,йогурт,357.0
2,йогурт,346.0
2,йогурт,2960.0
2,простокваша,65.0
2,десерт,59.0
2,десерт,114.0
2,напиток,138.0
2,йогурт,1724.0
2,йогурт,415.0
2,йогурт,1135.0
2,детское,54.0
2,йогурт,890.0
2,десерт,69.0
2,йогурт,415.0
2,,78.0
2,десерт,69.0
2,йогурт,187.0
2,,59.0
2,,74.0
2,йогурт,229.0
2,,74.0
2,,74.0
2,йогурт,3801.0
2,йогурт,1797.0
2,йогурт,1209.0
2,йогурт,3121.0
2,йогурт,1441.0
2,йогурт,554.0
2,йогурт,769.0
2,йогурт,1928.0
2,йогурт,1485.0
2,йогурт,3598.0
2,,133.0
2,йогурт,529.0
2,йогурт,2791.0
2,йогурт,1173.0
2,,183.0
2,йогурт,3118.0
2,йогурт,522.0
2,йогурт,217.0
2,йогурт,3546.0
2,йогурт,827.0
2,йогурт,897.0
2,йогурт,334.0
2,йогурт,1123.0
2,йогурт,1557.0
2,йогурт,2326.0
2,йогурт,316.0
2,йогурт,506.0
2,йогурт,1480.0
2,йогурт,1447.0
2,йогурт,1755.0
2,йогурт,1436.0
2,йогурт,1591.0
2,йогурт,3634.0
2,простокваша,65.0
2,йогурт,6597.0
2,йогурт,3591.0
2,йогурт,2442.0
2,йогурт,1403.0
2,йогурт,1426.0
2,йогурт,6800.0
2,йогурт,1320.0
2,йогурт,1635.0
2,йогурт,321.0
2,йогурт,650.0
2,йогурт,1668.0
2,,165.0
2,йогурт,1624.0
2,йогурт,819.0
2,йогурт,618.0
2,йогурт,7358.0
2,йогурт,512.0
2,йогурт,1016.0
2,йогурт,3492.0
2,йогурт,2443.0
2,йогурт,1057.0
2,йогурт,792.0
2,йогурт,300.0
2,йогурт,635.0
2,йогурт,2452.0
2,йогурт,2503.0
2,йогурт,118.0
2,йогурт,2497.0
2,йогурт,1880.0
2,йогурт,2215.0
2,йогурт,1516.0
2,йогурт,7877.0
2,йогурт,2308.0
2,йогурт,1262.0
2,йогурт,1202.0
2,йогурт,316.0
2,йогурт,342.0
2,йогурт,2894.0
2,йогурт,2621.0
2,,183.0
2,йогурт,217.0
2,йогурт,7369.0
2,,675.0
2,йогурт,545.0
2,йогурт,614.0
2,йогурт,851.0
2,,678.0
2,йогурт,3196.0
2,йогурт,4083.0
2,йогурт,5181.0
2,йогурт,2848.0
2,йогурт,1420.0
2,йогурт,5450.0
2,йогурт,3283.0
2,йогурт,303.0
2,йогурт,792.0
2,йогурт,2217.0
2,йогурт,2410.0
2,йогурт,441.0
2,йогурт,694.0
2,йогурт,495.0
2,йогурт,1214.0
2,йогурт,7313.0
2,йогурт,1692.0
2,йогурт,1678.0
2,йогурт,2952.0
2,йогурт,1267.0
2,йогурт,7820.0
2,йогурт,7236.0
2,йогурт,569.0
2,йогурт,1052.0
2,,645.0
2,,167.0
2,йогурт,358.0
2,йогурт,3534.0
2,йогурт,273.0
2,йогурт,902.0
2,йогурт,2434.0
2,йогурт,614.0
2,простокваша,109.0
2,творог,118.0
2,творог,227.0
2,простокваша,45.0
2,творог,64.0
2,творог,144.0
2,творог,49.0
2,творог,98.0
2,творог,49.0
2,творог,49.0
2,творог,49.0
2,творог,98.0
2,творог,620.0
2,,74.0
2,творог,837.0
2,творог,1211.0
2,творог,3629.0
2,,159.0
2,творог,306.0
2,творог,2423.0
2,творог,3024.0
2,сметана,326.0
2,творог,52.0
2,творог,1817.0
2,творог,816.0
2,творог,1016.0
2,творог,1210.0
2,творог,593.0
2,творог,355.0
2,творог,574.0
2,творог,75.0
2,творог,1817.0
2,творог,395.0
2,творог,151.0
2,творог,207.0
2,творог,1546.0
2,сыр,144.0
2,творог,777.0
2,десерт,79.0
2,творог,415.0
2,сметана,266.0
2,творог,1916.0
2,йогурт,1683.0
2,творог,1202.0
2,творог,158.0
2,,581.0
2,творог,98.0
2,творог,1618.0
2,творог,435.0
2,сыр,84.0
2,творог,791.0
2,творог,2374.0
2,творог,865.0
2,творог,207.0
2,,148.0
2,творог,1559.0
2,творог,744.0
2,творог,296.0
2,творог,454.0
2,сыр,74.0
2,творог,2680.0
2,творог,1590.0
2,творог,365.0
2,творог,276.0
2,творог,247.0
2,творог,494.0
2,сыр,286.0
2,творог,68.0
2,творог,4307.0
2,,415.0
2,творог,251.0
2,творог,8900.0
2,сметана,374.0
2,,563.0
2,творог,494.0
2,творог,973.0
2,творог,434.0
2,творог,396.0
2,творог,365.0
2,творог,979.0
2,творог,613.0
2,творог,613.0
2,творог,1422.0
2,творог,4252.0
2,творог,7278.0
2,творог,951.0
2,творог,6874.0
2,творог,2771.0
2,творог,2511.0
2,творог,2388.0
2,творог,701.0
2,творог,181.0
2,йогурт,2209.0
2,творог,1088.0
2,творог,1055.0
2,творог,1117.0
2,творог,947.0
2,творог,1117.0
2,творог,1000.0
2,творог,637.0
2,творог,5345.0
2,творог,7341.0
2,творог,637.0
2,творог,4696.0
2,творог,15197.0
2,творог,637.0
2,творог,4269.0
2,творог,5247.0
2,творог,991.0
2,,2578.0
2,творог,4720.0
2,творог,1470.0
2,творог,1468.0
2,творог,4979.0
2,творог,395.0
2,творог,2803.0
2,,6694.0
2,творог,5688.0
2,,2576.0
2,,5182.0
2,творог,224.0
2,творог,10385.0
2,творог,970.0
2,творог,5631.0
2,,4024.0
2,творог,10924.0
2,творог,2107.0
2,сыр,284.0
2,сыр,172.0
2,сыр,215.0
2,сыр,203.0
2,сыр,340.0
2,сыр,207.0
2,сыр,231.0
2,сыр,202.0
2,сыр,205.0
2,сыр,144.0
2,сыр,252.0
2,сыр,203.0
2,сыр,274.0
2,сыр,203.0
2,сыр,211.0
2,сыр,365.0
2,сыр,302.0
2,сыр,207.0
2,сыр,183.0
2,сыр,233.0
2,сыр,186.0
2,сыр,207.0
2,сыр,207.0
2,сыр,135.0
2,сыр,260.0
2,сыр,152.0
2,сыр,148.0
2,сыр,78.0
2,сыр,167.0
2,сыр,232.0
2,сыр,152.0
2,сыр,204.0
2,сыр,149.0
2,сыр,194.0
2,сыр,187.0
2,сыр,256.0
2,сыр,149.0
2,сыр,144.0
2,сыр,227.0
2,сыр,217.0
2,сыр,147.0
2,сыр,143.0
2,сыр,217.0
2,сыр,144.0
2,сыр,237.0
2,сыр,237.0
2,сыр,217.0
2,сыр,148.0
2,сыр,217.0
2,сыр,128.0
2,сыр,133.0
2,сыр,128.0
2,сыр,88.0
2,сыр,1021.0
2,сыр,233.0
2,сыр,167.0
2,сыр,266.0
2,сыр,493.0
2,сыр,256.0
2,сыр,316.0
2,сыр,207.0
2,сыр,266.0
2,сыр,395.0
2,сыр,152.0
2,сыр,286.0
2,сыр,559.0
2,сыр,395.0
2,сыр,148.0
2,сыр,286.0
2,сыр,579.0
2,сыр,385.0
2,сыр,524.0
2,сыр,252.0
2,сыр,336.0
2,сыр,306.0
2,сыр,2207.0
2,сыр,501.0
2,сыр,464.0
2,сыр,282.0
2,сыр,167.0
2,сыр,2178.0
2,сыр,655.0
2,сыр,243.0
2,сыр,1039.0
2,сыр,454.0
2,сыр,1039.0
2,сыр,1075.0
2,сыр,1974.0
2,сыр,1277.0
2,сыр,2207.0
2,сыр,1974.0
2,сыр,179.0
2,сыр,324.0
2,сыр,287.0
2,сыр,231.0
2,сыр,197.0
2,сыр,227.0
2,сыр,130.0
2,сыр,183.0
2,,514.0
2,сыр,1011.0
2,сыр,1337.0
2,сыр,117.0
2,сыр,291.0
2,сыр,405.0
2,сыр,173.0
2,сыр,1016.0
2,сыр,1165.0
2,сыр,1974.0
2,сыр,266.0
2,сыр,153.0
2,сыр,148.0
2,сыр,454.0
2,сметана,104.0
2,сыр,124.0
2,сыр,29.0
2,сыр,112.0
2,сыр,846.0
2,сыр,1584.0
2,сыр,1377.0
2,сыр,415.0
2,сыр,283.0
2,десерт,262.0
2,,266.0
2,сыр,247.0
2,сыр,128.0
2,сыр,1163.0
2,,124.0
2,сыр,1046.0
2,сыр,90.0
2,сыр,202.0
2,сыр,292.0
2,сыр,1858.0
2,сыр,320.0
2,сыр,693.0
2,сыр,252.0
2,сыр,2861.0
2,сыр,256.0
2,сыр,346.0
2,сыр,78.0
2,сыр,266.0
2,сыр,345.0
2,сыр,528.0
2,сыр,256.0
2,сыр,205.0
2,сыр,1606.0
2,сыр,176.0
2,сыр,306.0
2,сыр,842.0
2,сыр,593.0
2,сыр,504.0
2,сыр,435.0
2,сыр,268.0
2,сыр,642.0
2,,1034.0
2,сыр,4262.0
2,сыр,713.0
2,сыр,302.0
2,сыр,698.0
2,сыр,235.0
2,сыр,842.0
2,сыр,943.0
2,сыр,194.0
2,сыр,995.0
2,сыр,727.0
2,творог,1406.0
2,сыр,445.0
2,сыр,980.0
2,сыр,281.0
2,сметана,115.0
2,сметана,118.0
2,простокваша,167.0
2,сметана,108.0
2,сметана,714.0
2,сметана,148.0
2,сметана,729.0
2,сметана,1437.0
2,сметана,2180.0
2,сметана,3575.0
2,сметана,2904.0
2,сметана,1393.0
2,сметана,7278.0
2,,1576.0
2,сметана,886.0
2,сметана,178.0
2,,296.0
2,сметана,296.0
2,,144.0
2,сметана,2030.0
2,сметана,1480.0
2,сметана,219.0
2,,54.0
2,сметана,985.0
2,сметана,2709.0
2,сметана,2031.0
2,сметана,1041.0
2,сметана,115.0
2,сметана,467.0
2,сметана,1016.0
2,сметана,330.0
2,сметана,1371.0
2,сметана,207.0
2,сметана,816.0
2,сметана,1427.0
2,сметана,700.0
2,сметана,1126.0
2,сметана,124.0
2,сметана,1227.0
2,сметана,5213.0
2,сметана,2365.0
2,сметана,1634.0
2,сметана,5841.0
2,,68.0
2,сметана,429.0
2,сметана,177.0
2,,94.0
2,,2943.0
2,сметана,138.0
2,,207.0
2,сметана,1277.0
2,сметана,1250.0
2,,243.0
2,сметана,6194.0
2,сметана,4039.0
2,сметана,4039.0
2,,138.0
2,сметана,104.0
2,сметана,3534.0
2,сметана,905.0
2,сметана,346.0
2,,346.0
2,сметана,4853.0
2,сметана,2040.0
2,сметана,474.0
2,сметана,891.0
2,сметана,87.0
2,сметана,243.0
2,сметана,3534.0
2,сметана,438.0
2,сметана,735.0
2,сметана,118.0
2,сметана,124.0
2,сметана,3248.0
2,сметана,336.0
2,сметана,115.0
2,сметана,78.0
2,сметана,94.0
2,сметана,2785.0
2,,132.0
2,сметана,396.0
2,сметана,990.0
2,сметана,426.0
2,сметана,1451.0
